scenario_id,customer_line,technique_tag,elite_dialogue,fail_signals,mode,domain,difficulty,weight_class,is_active
"248","How often do I need to change the oil on this thing?","Know the Maintenance Minder system","Honda uses a Maintenance Minder system -- it monitors your driving conditions and tells you when it's time. Most people see it come up around every 7,500-10,000 miles. It adjusts based on how you drive, so lots of stop-and-go means sooner, highway driving means longer. No guessing.","says a fixed interval like every 3,000 miles | doesn't know about Maintenance Minder | says ""check your manual"" without explaining | gives a wrong interval","quiz","product_knowledge","1","fact_heavy","true"
"249","What's Honda Certified Pre-Owned? Is that different from just buying used?","Explain CPO value","Honda Certified Pre-Owned means the car passed a 182-point inspection, comes with a 7-year/100,000-mile powertrain warranty from the original date, and includes a free vehicle history report. A regular used car has none of that. The warranty alone is worth it for peace of mind.","doesn't know the inspection point count | wrong warranty terms | can't explain the difference from regular used | just says ""it's better""","quiz","product_knowledge","2","fact_heavy","true"
"250","I keep seeing all these trim levels and I'm confused. Like what does EX-L even mean?","Explain trim naming convention","Honda keeps it simple. LX is the base. EX adds more features. EX-L means EX plus Leather -- that's the L. Sport trims have sportier styling. Touring is the top of the line with all the bells and whistles. So when you see CR-V EX-L, it's a CR-V with the mid-tier features plus leather seats.","doesn't know what the letters stand for | gives wrong hierarchy | says L means luxury | can't explain the progression","quiz","product_knowledge","1","fact_heavy","false"
"251","Hey Ken, Customer is upgrading from a 2018 Civic. They ask: Do I still need to plug my phone in or is it all wireless now?","Know the tech evolution","On the 2026 models, every Honda comes standard with wireless Apple CarPlay and Android Auto plus a wireless phone charger. Huge upgrade from your 2018 which needed the cable. Just set your phone in the tray and you're connected.","doesn't know it's wireless | says you still need a cable | doesn't know which models have it | says only certain trims get wireless","roleplay","product_knowledge","1","hybrid","false"
"252","I heard Hondas have a CVT transmission. Is that reliable? I've heard bad things about CVTs.","Overcome CVT concern with facts","Honda's CVT is one of the most reliable in the industry. They've been using them for years and they're designed to last the life of the vehicle. The hybrid models use an even simpler e-CVT with fewer moving parts. Honda CVTs aren't the same as the ones you may have heard complaints about from other brands.","agrees CVTs are unreliable | can't explain why Honda's is different | doesn't know which models use CVT | gets defensive without facts","roleplay","product_knowledge","2","hybrid","true"
"253","What colors does the new Accord come in?","Know your available colors","The 2026 Accord comes in several colors including Meteorite Gray, Platinum White Pearl, Crystal Black Pearl, Canyon River Blue, Radiant Red, and Still Night Pearl. Some are premium colors that add $455. Want me to show you what we have on the lot right now?","can't name any colors | makes up colors that don't exist | doesn't mention the premium color upcharge | doesn't offer to show lot inventory","quiz","product_knowledge","1","fact_heavy","false"
"254","Hey Ken, Customer looks at the window sticker and says: 204 horsepower. Is that a lot? I don't really know cars.","Turn specs into real-life benefits","Don't quote numbers at someone who doesn't speak car. Say something like: ""It's plenty -- you'll merge onto the highway without that nervous feeling, and passing on a two-lane road is quick and confident. You won't ever feel like you're waiting for power.""","just repeats the HP number | compares to another car's HP | uses technical jargon | doesn't translate to daily driving experience","roleplay","product_knowledge","2","hybrid","true"
"255","Hey Ken, Customer is looking at the CR-V LX but you know the EX is a better fit. How do you move them up without being pushy?","Upsell by framing the monthly difference","The EX is about $2,200 more than the LX -- that's roughly $35-40 more per month on a 60-month loan. For that you get a bigger touchscreen, heated seats, remote start, and better wheels. Frame it as: ""For about a dollar a day, you get heated seats every cold morning for the next five years.""","just says ""the EX is better"" | can't quote the price difference | doesn't convert to monthly | sounds pushy or pressuring","roleplay","product_knowledge","2","hybrid","true"
"256","Hey Ken, Customer walks in and says: I already did all my research online. I know exactly what I want -- 2026 CR-V Sport Hybrid AWD in blue. Just get me the price.","Handle the informed buyer","Don't fight it. Validate their research: ""Sounds like you did your homework -- great choice. The Sport Hybrid AWD is $37,130 before tax and fees. Let me pull one up and we can take it for a drive while I work up your numbers."" Match their energy. They want efficient, give them efficient.","tries to redirect them to a different model | ignores what they asked for | doesn't know the price of what they want | tries to slow them down with a ""process""","roleplay","product_knowledge","2","hybrid","true"
"257","Customer asks: Is the hybrid really worth $5,000 more? I don't drive that much.","Calculate the hybrid payback","Honest answer depends on their driving. The CR-V Hybrid gets about 40 MPG combined vs 30 for the gas. At 12,000 miles a year and $3.50/gallon, that's roughly $350/year in gas savings. Takes about 14 years to break even on gas alone. But the hybrid also has higher resale value and more HP. If fuel savings is the only reason, it might not pencil out for a low-mileage driver.","just says ""yes it's worth it"" without math | makes up savings numbers | doesn't ask about their driving habits | pushes hybrid without considering their situation","roleplay","product_knowledge","3","hybrid","true"
"258","Hey Ken, Customer came in wanting the Pilot Touring at $51,095 but after running numbers, they can't afford the payment. How do you keep the deal alive?","Step down without losing the customer","Don't make them feel bad about their budget. ""Let me show you something -- the Pilot Sport at $42,195 still gives you the same V6, same third row, same Honda Sensing. The Touring adds some nice luxury touches but the Sport is the same truck underneath. You're saving almost $9,000 and the monthly difference is about $150. Does that feel more comfortable?""","makes the customer feel bad about their budget | can't pivot to a lower trim with specifics | just says ""we have cheaper options"" | doesn't know the price of the lower trim","roleplay","product_knowledge","2","hybrid","true"
"259","I'm looking at the Civic. What do I actually get if I go from the base to the next one up?","Sell the step-up with daily-life benefits","Going from the LX at $24,595 to the Sport at $26,595 -- that's $2,000 or about $35 more per month. You get 18-inch wheels, a sport-tuned suspension, and a more aggressive look. If appearance and driving feel matter to you, it's a solid step up. If you just need reliable A-to-B, the LX does that perfectly.","can't name specific features that differ | doesn't quote both prices | pushes the upgrade without reading the customer | doesn't convert to monthly","roleplay","product_knowledge","2","hybrid","true"
"260","Hey Ken, Customer says: I like the Accord but my friend says everyone's buying SUVs now. Am I making a mistake getting a sedan?","Validate the sedan choice with facts","Not at all. The Accord is one of Honda's best sellers for a reason. Better gas mileage than any Honda SUV, lower price point, easier to park, and the trunk is actually more usable for everyday stuff than you'd think. SUVs make sense if you need ground clearance, AWD, or a third row. If you don't need those things, you're paying more for space you won't use.","agrees they should get an SUV instead | can't articulate why the sedan makes sense | doesn't address the friend's concern | just says ""get what you like"" without substance","roleplay","product_knowledge","2","hybrid","true"
"261","Hey Ken, Customer says: My car still runs fine but it has 90,000 miles. Should I trade now or wait?","Advise on trade timing with value context","At 90,000 miles you're still in the sweet spot for trade value. Once you cross 100K, the value drops significantly -- most lenders treat it differently too. Hondas hold value well, so you've probably got more equity than you think. I can run a quick appraisal on it right now while we look at what you're interested in.","can't explain the 100K threshold | doesn't offer to appraise | says wait without a reason | doesn't create any urgency","roleplay","product_knowledge","2","hybrid","true"
"262","Hey Ken, Customer shows you their phone: I found this same CR-V listed for $2,000 less at another dealer. Can you match it?","Handle the price match request","Take it seriously. Look at their phone. Ask: ""Is that the same trim, same options, same color? Is that the out-the-door price or just the selling price? Sometimes online prices don't include the doc fee or accessories."" If it's legit, work with your manager. If something's off, explain the difference without calling the other dealer shady.","gets defensive | dismisses the other dealer's price | doesn't examine the details of the competing offer | immediately caves without investigating","roleplay","product_knowledge","2","hybrid","true"
"263","Hey Ken, A young customer says: I've never bought a car from a dealership before. I don't even know how this works. Where do I start?","Guide a first-time buyer through the process","Make them comfortable: ""No worries, I'll walk you through everything. First, let's figure out what you need -- what's your daily drive like? Then we find a car that fits, you take a test drive, and if you like it, we work up the numbers together. No pressure, no tricks. What kind of budget are you working with?""","launches into a sales pitch | talks about financing first | overwhelms them with options | doesn't ask about their needs","roleplay","product_knowledge","1","rapport_heavy","true"
"264","What's the insurance going to cost me on this? Is it expensive to insure a Honda?","Address insurance concerns intelligently","Hondas are generally one of the cheaper brands to insure because of their safety ratings and reliability. The Civic and HR-V are especially affordable. I can't quote your exact rate -- that depends on your driving record and coverage -- but Honda consistently ranks below average for insurance costs. Your insurance agent can give you a quote with the VIN before you commit.","makes up a specific insurance quote | says ""I don't know"" and moves on | doesn't mention Honda's favorable insurance positioning | doesn't suggest getting a quote before committing","quiz","product_knowledge","2","fact_heavy","true"
"265","Hey Ken, Customer asks: Should I lease or finance? What makes more sense?","Explain lease vs buy without pushing one direction","Depends on how you drive and how long you keep cars. Leasing gives you lower payments, always a new car every 3 years, and you're covered by warranty the whole time. But you're limited to usually 12,000 miles/year and you have nothing at the end. Buying means higher payments but you own it -- and Hondas last forever, so you could drive it 8-10 years with low costs after it's paid off. Which sounds more like you?","just pushes one option | can't explain the mileage limit on leases | doesn't mention Honda longevity as a buying advantage | gives a confusing answer","roleplay","product_knowledge","2","hybrid","true"
